Brewery,Address,Website,Latitudes,Longitudes
CSU Brewery - The Ramskeller,"8033 Campus Delivery, Fort Collins, CO 80523",https://lsc.colostate.edu/lory-student-centers-ramskeller-pub/,40.5702631,-105.0903456
Twelve Degree,"820 Main Street, Louisville, CO 80027",http://www.twelvedegree.com/,39.9782539,-105.1318801
Yampa Valley Brewing Co.,"106 E. Jefferson Ave., Unit B, Hayden, CO 81639",http://yampavalleybrew.com,40.495739,-107.2575427
Two Rascals Brewing,"147 North 1st Street, Montrose, CO 81401",http://www.tworascalsbrewing.com/,38.4788161,-107.8800235
Wibby Brewing Company,"209 Emery Street, Longmont, CO 80501",http://www.wibbybrewing.com,40.1624098,-105.1000563
BrewHop Trolley,"10595 Butte Drive, Longmont, CO 80504",https://brewhoptrolley.com/,40.1554345,-104.9894745
Epic Brewing Co.,"3001 Walnut St., Denver, CO 80205",http://epicbrewing.com/locations/denver-brewery-and-tap-room,39.7633047,-104.9814641
Sanitas Brewing Co.,"3550 Frontier Ave., Boulder, CO 80301",http://sanitasbrewing.com,40.0219602,-105.2478194
BURLY Brewing Co,"680 Atchison Way, Suite 800, Castle Rock, CO 80109",https://www.burlybrewing.com/,39.37553399999999,-104.8712998
Rocky Mountain Brewery,"625 Paonia Street, Colorado Springs, CO 80915",http://www.therockymountainbrewery.com/,38.8412913,-104.7164119
Budweiser Tour Center,"2351 Busch Dr., Fort Collins, CO 80524",http://www.budweisertours.com,40.6205335,-105.0094454
Our Mutual Friend Malt & Brew,"2810 Larimer St., Denver, CO 80205",http://www.omfbeer.com/,39.7604791,-104.9824454
Estes Park Brewery,"470 Prospect Village Dr., Estes Park, CO 80517",http://www.epbrewery.com/,40.3713471,-105.5260518
JAKs Brewing Company,"7654 McLaughlin Rd., Peyton, CO 80831",http://jaksbrewing.com,38.9420894,-104.6043386
Black Project Beer,"1290 S. Broadway, Denver, CO 80210",http://www.blackprojectbeer.com/,39.6933943,-104.9871437
Paonia United Brewing Co.,"325 Grand Avenue, Paonia, CO 81428",https://paoniaunitedbrew.com/,38.8695152,-107.5975312
San Luis Valley Brewing,"631 Main Street, Alamosa, CO 81101",http://www.slvbrewco.com/,37.4683105,-105.8668514
BURLY Brewing Co,"680 Atchison Way, Suite 800, Castle Rock, CO 80109",https://www.burlybrewing.com/,39.37553399999999,-104.8712998
Rocky Mountain Brewery,"625 Paonia Street, Colorado Springs, CO 80915",http://www.therockymountainbrewery.com/,38.8412913,-104.7164119
4 Noses Brewing Co.,"8855 W. 116th Circle Ste 4, Broomfield, CO 80021",http://4nosesbrewing.com,39.9064513,-105.0985958
Budweiser Tour Center,"2351 Busch Dr., Fort Collins, CO 80524",http://www.budweisertours.com,40.6205335,-105.0094454
Our Mutual Friend Malt & Brew,"2810 Larimer St., Denver, CO 80205",http://www.omfbeer.com/,39.7604791,-104.9824454
Estes Park Brewery,"470 Prospect Village Dr., Estes Park, CO 80517",http://www.epbrewery.com/,40.3713471,-105.5260518
JAKs Brewing Company,"7654 McLaughlin Rd., Peyton, CO 80831",http://jaksbrewing.com,38.9420894,-104.6043386
Black Project Beer,"1290 S. Broadway, Denver, CO 80210",http://www.blackprojectbeer.com/,39.6933943,-104.9871437
Paonia United Brewing Co.,"325 Grand Avenue, Paonia, CO 81428",https://paoniaunitedbrew.com/,38.8695152,-107.5975312
San Luis Valley Brewing,"631 Main Street, Alamosa, CO 81101",http://www.slvbrewco.com/,37.4683105,-105.8668514
