,Gas Longitude,Gas Latitude,Gas Stations
396,-105.10074678536985,39.68236989536154,fuel
397,-105.11055078536849,39.700172795360274,fuel
398,-105.08199058537247,39.69575009536061,fuel
399,-105.69492908528713,39.714949895359226,fuel
400,-105.05282898537654,39.690334995360985,fuel
401,-105.0810543853726,39.684257695361424,fuel
402,-105.08127608537258,39.68974389536103,fuel
403,-105.10046988536988,39.71158639535946,fuel
404,-105.10069988536985,39.72589279535842,fuel
405,-105.1005182853699,39.72606289535841,fuel
406,-105.08190958537249,39.718169895359,fuel
407,-105.08181038537249,39.72229289535869,fuel
408,-105.08182918537251,39.72371279535858,fuel
409,-105.07182228537388,39.71139009535946,fuel
410,-105.05295058537651,39.72433439535854,fuel
411,-105.05367748537641,39.711724395359454,fuel
412,-105.06297498537512,39.71832769535898,fuel
413,-105.05366778537642,39.718353995358974,fuel
414,-105.03267178537934,39.71837009535896,fuel
415,-105.05367748537641,39.723643395358586,fuel
416,-105.03210588537941,39.71088259535949,fuel
417,-105.02509698538039,39.64245059536441,fuel
418,-104.9833262853862,39.65175189536379,fuel
419,-105.02480198538042,39.65295449536367,fuel
420,-105.0185300853813,39.65202299536376,fuel
421,-104.98736718538564,39.6570430953634,fuel
422,-104.98800018538556,39.66025409536317,fuel
423,-105.02462628538045,39.67824699536184,fuel
424,-105.0264134853802,39.68210979536157,fuel
425,-105.02070398538099,39.678990495361795,fuel
426,-105.0113242853823,39.678393895361864,fuel
427,-104.98272948538629,39.65328929536365,fuel
428,-104.97262118538771,39.65325079536367,fuel
429,-104.97321608538762,39.67294389536225,fuel
430,-104.96780468538837,39.678671995361825,fuel
431,-104.95915448538956,39.672848095362255,fuel
432,-104.95969088538949,39.680013595361714,fuel
433,-104.95264758539047,39.67871789536183,fuel
434,-105.01301448538206,39.69654449536053,fuel
435,-105.02479428538042,39.68931809536107,fuel
436,-105.02534288538034,39.68967619536105,fuel
437,-105.02471588538045,39.689717495361016,fuel
438,-104.98719418538568,39.68593579536129,fuel
439,-104.98778038538558,39.68774239536116,fuel
440,-105.01242038538214,39.696955195360495,fuel
441,-104.98791858538556,39.71150999535944,fuel
442,-104.9947433853846,39.69685259536053,fuel
443,-104.98786888538557,39.69458649536069,fuel
444,-105.0142316853819,39.71140669535946,fuel
445,-105.01848038538131,39.72410449535857,fuel
446,-105.01784738538137,39.724461395358524,fuel
447,-105.00258018538351,39.7204878953588,fuel
448,-105.00257788538353,39.720694995358805,fuel
449,-104.95907398538958,39.70331679536004,fuel
450,-104.99831498538411,39.72606169535842,fuel
451,-104.98014648538664,39.71125309535949,fuel
452,-104.98069138538656,39.72233549535869,fuel
453,-104.97311478538762,39.71094909535951,fuel
454,-104.97367118538754,39.71128889535948,fuel
455,-104.95983198538947,39.72542649535845,fuel
456,-104.94138568539204,39.56463099537007,fuel
457,-104.92258838539466,39.565449295369994,fuel
458,-104.92253718539466,39.5671733953699,fuel
459,-104.88628208539971,39.58159099536884,fuel
460,-104.90546438539704,39.559261295370455,fuel
461,-104.88117648540042,39.557141095370596,fuel
462,-104.92769918539396,39.59545899536784,fuel
463,-104.88056128540049,39.581142695368875,fuel
464,-104.86056108540328,39.593148795367995,fuel
465,-104.89887078539796,39.60991279536679,fuel
466,-104.92232278539471,39.6081025953669,fuel
467,-104.88256298540024,39.59523469536784,fuel
468,-104.9044737853972,39.62364869536578,fuel
469,-104.88763868539952,39.595379695367825,fuel
470,-104.89491688539852,39.63775399536479,fuel
471,-104.88891538539934,39.620195695366036,fuel
472,-104.77848748541473,39.554044895370836,fuel
473,-104.8116647854101,39.561928895370265,fuel
474,-104.91362918539589,39.65356149536363,fuel
475,-104.80928028541042,39.61123099536668,fuel
476,-104.9293695853937,39.65275629536369,fuel
477,-104.91344418539593,39.652706495363695,fuel
478,-104.90384198539726,39.653453395363655,fuel
479,-104.90740018539677,39.653358895363645,fuel
480,-104.9409884853921,39.66984019536246,fuel
481,-104.94116218539206,39.67810619536187,fuel
482,-104.94043058539216,39.67644449536199,fuel
483,-104.92193478539475,39.68100899536165,fuel
484,-104.92265638539463,39.67818499536185,fuel
485,-104.91329428539595,39.666581495362706,fuel
486,-104.90308808539737,39.67519249536209,fuel
487,-104.91238298539608,39.67821389536185,fuel
488,-104.90406058539723,39.677532695361904,fuel
489,-104.8992338853979,39.67511109536209,fuel
490,-104.88524558539986,39.653321495363656,fuel
491,-104.88523868539986,39.6512518953638,fuel
492,-104.88447728539995,39.65275489536371,fuel
493,-104.86565028540258,39.66063319536313,fuel
494,-104.86199878540309,39.66789219536262,fuel
495,-104.87082648540186,39.675240495362075,fuel
496,-104.86632048540248,39.67510819536207,fuel
497,-104.8655584854026,39.67525319536208,fuel
498,-104.94030258539217,39.68587219536131,fuel
499,-104.92273548539464,39.689492195361055,fuel
500,-104.92251288539467,39.68967289536105,fuel
501,-104.92209448539472,39.68907539536107,fuel
502,-104.91259108539604,39.70294789536007,fuel
503,-104.9078804853967,39.699813995360294,fuel
504,-104.93202498539334,39.70881169535967,fuel
505,-104.94106028539208,39.71106169535949,fuel
506,-104.89250948539885,39.692434095360845,fuel
507,-104.86637078540248,39.68608119536129,fuel
508,-104.86644548540247,39.69095919536094,fuel
509,-104.8655338854026,39.69627519536057,fuel
510,-104.86648048540246,39.70143429536017,fuel
511,-104.87103278540182,39.70967439535959,fuel
512,-104.8655529854026,39.71132509535947,fuel
513,-104.8662549854025,39.72039449535881,fuel
514,-104.86618258540253,39.72529829535847,fuel
515,-104.85205608540447,39.66002159536316,fuel
516,-104.81057158541024,39.65147459536377,fuel
517,-104.81115858541017,39.653410695363654,fuel
518,-104.81051478541026,39.65338849536365,fuel
519,-104.8468116854052,39.677264295361915,fuel
520,-104.83102018540741,39.67461149536213,fuel
521,-104.82199858540865,39.67446969536212,fuel
522,-104.81041898541027,39.678041795361864,fuel
523,-104.79034888541307,39.638837895364695,fuel
524,-104.77720928541487,39.65354709536365,fuel
525,-104.77195618541562,39.65246699536373,fuel
526,-104.76849668541611,39.65331009536365,fuel
527,-104.7728684854155,39.65522759536351,fuel
528,-105.03913208537845,39.740176395357395,fuel
529,-104.7729231854155,39.66875819536253,fuel
530,-104.76808998541617,39.678768995361835,fuel
531,-104.82871088540773,39.7108605953595,fuel
532,-104.82789548540782,39.71152089535947,fuel
533,-104.819638585409,39.71134629535947,fuel
534,-104.82767828540787,39.72532529535847,fuel
535,-104.82116858540877,39.7260307953584,fuel
536,-104.80755338541066,39.69638389536056,fuel
537,-104.80688148541076,39.69689359536052,fuel
538,-104.79165138541289,39.69528269536063,fuel
539,-104.78949258541317,39.696232295360566,fuel
540,-104.79056888541304,39.70056609536024,fuel
541,-104.77194928541563,39.6971095953605,fuel
542,-104.79031748541307,39.705921295359865,fuel
543,-104.79200388541283,39.72510689535847,fuel
544,-105.41378668532629,39.75924299535604,fuel
545,-105.20913678535477,39.72870519535823,fuel
546,-105.21937548535334,39.75614929535626,fuel
547,-105.19475618535678,39.73863599535751,fuel
548,-105.14215218536408,39.747535895356876,fuel
549,-105.14450578536378,39.76227599535582,fuel
550,-105.13460618536514,39.77897959535463,fuel
551,-105.1341340853652,39.7791671953546,fuel
552,-105.24934098534918,39.98545959533988,fuel
553,-105.14812178536326,39.92923189534388,fuel
554,-105.13770398536471,39.928188295343965,fuel
555,-105.25641778534818,40.00035549533883,fuel
556,-105.25340428534861,39.999751395338876,fuel
557,-105.28183158534465,40.02987229533674,fuel
558,-105.25875438534787,40.02880779533682,fuel
559,-105.25799858534796,40.029554695336756,fuel
560,-105.25885688534785,40.03253279533655,fuel
561,-105.2541444853485,40.03747159533619,fuel
562,-105.28247518534455,40.056510795334844,fuel
563,-105.10942198536864,39.72861909535824,fuel
564,-105.11006438536856,39.747250595356896,fuel
565,-105.09948358537002,39.73983789535742,fuel
566,-105.0817281853725,39.737005095357645,fuel
567,-105.08174648537249,39.762358395355804,fuel
568,-105.0809127853726,39.768686695355356,fuel
569,-105.08090608537262,39.76911339535531,fuel
570,-105.05345088537645,39.7333230953579,fuel
571,-105.05468088537626,39.7442259953571,fuel
572,-104.84743058540512,39.69628689536055,fuel
573,-104.82683158540799,39.699767295360296,fuel
574,-104.81999108540893,39.72525309535848,fuel
575,-104.79052218541304,39.68442429536142,fuel
576,-104.79132088541293,39.68664019536123,fuel
577,-104.8094925854104,39.69495359536066,fuel
578,-104.80117448541155,39.72518249535847,fuel
579,-105.46159728531963,39.747357895356906,fuel
580,-105.19467208535679,39.73785759535758,fuel
581,-105.12895218536593,39.72890549535823,fuel
582,-105.12796308536608,39.74045279535739,fuel
583,-105.1241284853666,39.74056729535737,fuel
584,-105.17436238535963,39.77578859535485,fuel
585,-105.17532898535947,39.777094395354744,fuel
586,-105.1384336853646,39.78556319535414,fuel
587,-105.1607694853615,39.81300539535218,fuel
588,-105.13838908536462,39.81233959535225,fuel
589,-105.13832598536463,39.812981295352174,fuel
590,-105.13747998536473,39.81240039535223,fuel
591,-105.23296138535143,39.95388689534212,fuel
592,-105.2757616853455,40.016305195337694,fuel
593,-105.26336008534723,40.01444799533784,fuel
594,-105.25159678534885,40.014359095337845,fuel
595,-105.25329068534862,40.015037295337784,fuel
596,-105.2635529853472,40.02367599533718,fuel
597,-105.25397358534853,40.028857695336804,fuel
598,-105.22571888535245,40.01422219533785,fuel
599,-105.22494508535256,40.01434959533785,fuel
600,-105.25889988534784,40.03613119533628,fuel
601,-105.17884128535898,40.014217195337864,fuel
602,-105.10941398536865,39.73073549535808,fuel
603,-105.0816315853725,39.745987095356995,fuel
